61.1169 69.6256
58.0295 79.1595
54.7421 86.8012
52.0861 92.6322
47.7421 95.9781
44.793 94.1503
43.8289 89.6569
40.868 84.7492
37.8939 79.0229
35.8863 71.2627
31.2793 61.9243
25.5861 57.3659
24.4761 52.9819
24.6563 44.1314
21.9451 34.6757
16.7109 30.8883
15.8979 32.8167
23.2909 32.8714
33.4411 32.0377
39.9989 33.6376
44.1735 35.393
51.3276 35.4282
58.7499 36.3642
62.8802 39.396
65.5203 40.6409
68.1038 40.5775
69.5769 41.2767
69.9742 40.2788
69.1735 40.0207
68.3228 40.2636
67.0861 37.1378
67.5726 29.9852
70.8562 24.3141
71.2102 25.7727
68.8473 28.907
67.4626 30.1662
67.5588 30.7224
67.5364 30.4468
67.1657 30.4865
67.4952 30.828
67.7253 30.7102
69.8063 30.0296
72.4331 35.5077
72.5864 43.9303
73.7103 49.2996
74.8632 54.9146
73.5918 59.9211
72.7556 62.9987
74.9127 62.6228
81.6489 57.5188
88.2425 50.7347
89.2626 44.6249
87.2836 39.0963
85.6781 35.7544
85.6745 35.0201
86.5036 35.7985
86.8539 36.3416
89.0284 36.4852
92.9982 35.4951
94.7091 32.3792
95.2046 30.196
95.2268 28.7802
94.7747 29.2111
94.4155 34.2884
94.6564 43.5717
92.5954 54.3313
87.3708 62.0818
81.9693 65.0948
74.482 61.6056
66.2619 54.8427
60.05 50.8128
55.1141 50.1169
51.4309 49.7242
50.3471 45.9399
48.519 42.8387
45.9186 42.8169
45.593 43.5069
46.4728 44.198
47.2633 43.9996
47.5076 43.0058
44.7625 40.848
40.0453 40.4488
38.3345 41.7653
40.2961 42.7157
42.8569 43.8156
44.823 43.9452
46.9704 43.1494
48.0989 42.8963
48.292 42.7861
47.9473 42.3043
43.8897 41.2469
39.6043 43.9019
40.4342 50.8966
40.5186 56.0226
37.7126 58.2458
35.4035 58.4351
32.9853 54.3078
33.1204 48.3331
36.3409 42.5659
39.4984 37.0061
41.6642 33.03
41.9643 30.888
41.2339 28.0649
38.3664 22.2478
34.2992 17.2408
31.9719 14.4093
28.8097 13.6724
24.8526 13.7659
22.3131 13.7443
20.7135 13.8822
21.3212 10.7559
21.7832 7.0686
20.9385 6.50612
21.2799 6.18975
20.7388 6.1686
19.769 6.68073
20.4645 6.61013
21.8549 6.4831
22.7503 7.07108
22.7661 7.08353
21.0386 7.31057
16.7718 11.8993
11.7204 15.1729
9.01748 10.6973
8.46494 7.30952
11.1303 13.6079
18.2352 23.465
24.1554 27.6827
27.2692 29.3403
33.2819 31.6546
40.8672 32.7943
45.5703 33.4271
50.0174 34.5176
57.2372 37.8688
