0 0 0 0 1 0 0 2 4 0 0 0 0 0 0 0 0 0 0 0 7 0 0 1 0 0 0 0 25 0 0 0 0 0 0 2 0 0 0 8 2 0 2 0 2 0 0 0
0 0 0 0 1 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 21 0 0 0 0 0 0 2 0 0 0 6 1 0 1 0 2 0 0 0
3 0 0 0 4 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 18 0 0 1 0 0 0 1 0 0 0 5 0 0 0 0 1 0 0 0
3 0 0 0 3 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 7 0 0 1 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
3 0 0 0 3 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 8 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
5 0 0 0 3 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 7 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 3 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
2 0 0 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 2 1 1 0 0 0 0 3 0 0 1 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 3
2 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 6 2 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 7 2 0 0 0 3 1 2 0 0 0 0 0 0 0 0 2 1 0 1
0 2 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 2 0 13 2 0 0 0 3 1 5 0 0 0 3 0 0 0 0 3 2 0 1
0 2 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 1 17 2 0 0 0 0 1 5 0 0 0 3 0 0 0 0 4 2 0 1
0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 2 2 13 0 0 0 0 0 1 5 0 0 0 6 0 0 0 0 4 2 0 1
0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 2 6 15 0 0 0 0 0 2 3 0 0 0 6 0 0 0 0 2 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 6 9 0 0 0 0 0 3 0 0 0 0 7 0 0 0 0 1 0 0 0
0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 7 5 0 0 0 0 0 2 0 0 1 0 7 0 0 0 0 0 0 0 0
0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 0 0 0 6 3 0 0 0 0 0 2 0 0 2 0 4 0 0 0 0 0 0 0 0
0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 2 0 0 0 0 2 0 0 0 0 0 0 1 2 0 2 0 4 0 0 0 0 1 0 0 0
0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 1 1 1 2 0 0 0 0 2 3 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 2 1 2 0 0 0 0 1 3 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 3 0 0 2 0 0 0 2 3 0 0 0 0 0 0 2 0 0 0 4 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
