0 0 10 2 0 9 0 1 2 5 0 6 1 0 0 0 0 2 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 10 0 0 0 0
0 0 10 1 0 9 0 0 0 5 0 7 1 0 0 0 0 2 2 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 10 0 0 0 0
0 0 10 1 0 9 0 0 0 5 0 6 1 1 0 0 0 2 2 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 10 0 0 0 0
0 0 10 1 0 9 0 0 1 4 0 9 1 1 0 0 0 2 2 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 9 0 0 0 0
0 0 10 1 0 9 0 0 1 4 0 11 1 1 0 0 0 1 2 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 9 0 0 0 0
0 0 7 0 0 9 0 0 2 4 0 9 0 1 0 0 0 1 2 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 9 0 0 0 0
0 0 4 0 0 2 0 0 2 2 0 8 0 1 0 0 0 1 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0
0 0 1 0 0 1 0 0 2 1 0 8 0 1 0 0 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
0 0 1 0 0 1 0 0 2 1 0 7 0 1 0 0 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
1 0 0 3 0 0 0 1 2 1 0 6 0 1 0 0 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 4 0 0 0 1 2 1 0 6 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 1 4 0 0 0 1 2 1 0 5 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 1 6 0 0 0 1 2 1 0 5 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 2 6 0 0 0 1 1 1 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
