5 0 0 0 4 4 0 4 8 0 0 0 0 0 0 0 0 0 0 0 10 2 1 3 0 0 0 0 40 2 0 2 1 3 1 4 0 0 0 8 2 0 2 0 4 1 0 4
5 2 0 0 4 4 0 4 6 0 0 0 0 0 0 0 0 0 0 0 9 2 1 2 0 0 2 0 41 2 0 2 1 3 1 7 0 0 0 9 1 0 1 0 5 2 0 4
5 2 0 0 4 4 0 3 4 0 0 0 0 0 0 0 0 0 0 0 8 2 1 2 0 0 2 1 38 2 0 2 1 3 2 6 0 0 0 8 0 0 0 0 5 2 0 4
5 2 0 0 3 4 0 2 4 0 0 0 0 0 0 0 0 0 0 0 10 3 1 2 0 0 2 2 29 2 0 2 1 3 2 5 0 0 0 11 0 0 0 0 4 2 0 4
5 2 0 0 3 4 0 2 4 0 0 0 0 0 0 0 0 0 0 0 7 3 1 2 0 0 2 6 30 2 0 2 1 3 3 5 0 0 0 6 0 0 0 0 4 2 0 4
5 2 0 0 3 4 0 2 4 0 0 0 0 0 0 0 0 0 0 0 8 3 1 1 0 0 2 6 29 2 0 2 1 3 4 5 0 0 0 10 0 0 0 0 4 2 0 4
2 2 0 0 0 3 2 1 4 0 0 0 0 0 0 0 0 0 0 0 8 3 1 1 0 0 2 8 25 2 0 1 1 3 4 5 0 1 0 10 0 0 0 0 4 2 0 4
2 2 0 0 0 3 2 1 4 0 0 0 0 0 0 0 0 0 0 0 7 4 3 1 0 0 2 8 25 2 0 1 1 3 4 5 0 2 0 10 0 0 0 0 4 2 0 4
2 2 0 0 0 0 2 1 4 0 0 0 0 0 0 0 0 1 0 1 6 4 3 1 0 0 2 8 22 2 0 0 0 3 4 7 0 2 0 10 0 0 0 0 5 2 0 3
0 2 0 0 0 0 2 3 4 0 0 0 0 0 0 0 0 1 0 1 6 3 3 1 0 0 2 8 25 2 0 0 0 3 4 7 0 2 0 10 0 0 0 0 5 2 0 1
0 2 0 0 0 0 2 3 4 0 0 0 0 0 0 0 0 1 0 1 7 3 3 1 0 0 2 9 25 2 0 0 0 3 4 7 0 2 0 11 0 0 0 0 5 2 0 1
0 2 0 0 0 0 2 3 2 0 0 0 0 0 0 0 0 1 0 1 9 2 2 2 0 0 2 10 25 2 0 0 0 0 3 7 0 2 0 14 0 0 0 0 5 2 0 1
0 2 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 1 0 1 9 2 2 2 0 0 2 10 19 0 0 0 0 0 3 7 0 2 0 14 0 0 0 0 5 2 0 1
0 3 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 1 9 2 2 2 0 0 2 10 18 0 0 0 0 0 3 5 0 2 0 14 0 0 0 0 3 1 0 0
0 2 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 1 8 2 2 2 0 0 0 10 12 0 0 0 0 0 3 2 0 2 0 11 0 0 0 0 2 0 0 0
0 3 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 1 7 2 2 2 0 0 0 9 8 0 0 0 0 0 2 2 0 3 0 11 0 0 0 0 1 0 0 0
0 3 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 1 5 1 2 2 0 0 0 8 6 0 0 0 0 0 2 2 0 3 0 8 0 0 0 0 1 0 0 0
0 3 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 1 5 1 2 2 0 0 0 4 3 0 0 0 0 0 1 2 0 3 0 8 0 0 0 0 1 0 0 0
0 3 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 1 4 1 2 2 0 0 0 4 3 0 0 0 0 0 1 2 0 3 0 4 0 0 0 0 1 1 0 0
0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 4 1 2 3 0 0 0 2 3 0 0 0 0 0 1 2 0 2 0 4 0 0 0 0 1 1 0 0
0 4 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 3 0 0 3 0 0 0 3 3 0 0 0 0 0 1 2 0 1 0 4 0 0 0 0 1 1 0 0
0 4 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3 2 0 3 0 0 0 3 3 0 0 0 0 0 1 0 0 1 0 4 0 0 0 0 0 1 0 0
0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 2 0 3 0 0 0 5 0 0 0 0 0 0 1 0 0 1 0 5 0 0 0 0 0 1 0 0
0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 2 0 4 0 0 0 5 2 0 0 0 0 0 1 0 0 1 0 6 0 0 0 0 0 1 0 0
0 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 4 2 0 2 0 0 0 4 4 1 0 0 0 0 1 0 0 1 0 3 0 0 0 0 0 1 0 0
0 5 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 5 4 1 2 0 0 0 4 5 1 0 0 0 0 1 0 0 1 0 3 0 0 0 0 0 1 0 3
