0 3 4 0 32 5 13 0 0 0 0 0 0 0 0 1 1 0 0 4 3 0 0 29 1 3 0 0 0 0 2 0 0 0 0 32 2 0 0 0 0 0 0 0 1 2 1 0 0 9 0 2 6 0 0 12 7 0 0 0 4 0 0
0 3 4 0 32 5 13 0 0 0 0 2 0 0 0 1 1 0 0 4 3 0 0 29 1 3 1 0 0 0 2 0 0 0 0 32 2 0 0 0 0 0 0 0 1 2 2 0 0 8 0 2 6 0 0 11 7 0 0 0 5 0 0
0 3 4 0 30 5 13 0 0 0 0 8 0 0 0 2 1 0 0 4 3 0 0 29 1 3 1 0 0 0 2 0 0 0 0 30 2 0 0 1 0 0 0 0 1 2 3 0 0 7 0 0 6 0 0 14 6 0 0 0 5 0 1
0 3 4 0 21 5 12 0 0 0 0 9 0 0 0 3 1 0 0 4 3 0 0 29 1 3 1 0 0 0 2 0 0 0 0 20 2 0 0 3 0 0 0 0 1 2 3 0 0 7 0 0 6 0 0 15 2 0 0 0 5 0 1
0 3 4 0 14 5 8 0 0 0 0 9 0 0 0 3 0 2 0 4 3 0 0 29 1 3 1 0 0 0 2 0 0 0 0 14 2 0 0 3 0 0 0 0 0 2 3 0 0 6 0 0 6 0 0 17 2 0 0 0 5 0 1
0 3 4 0 11 5 4 0 0 0 0 9 0 0 0 3 0 3 0 4 3 0 0 29 1 3 1 0 0 0 2 0 0 0 0 12 2 0 0 3 0 0 0 0 0 2 3 0 0 6 0 0 6 0 0 16 2 0 0 0 5 0 1
0 3 3 0 11 2 4 0 0 0 0 9 0 0 0 3 0 3 0 1 1 0 0 29 1 3 1 0 0 0 2 0 0 0 0 12 2 0 0 8 0 0 0 0 0 3 3 0 0 3 0 0 6 0 0 15 2 0 0 0 5 0 1
1 3 3 0 11 0 3 0 0 0 0 9 0 0 0 2 0 3 0 0 0 0 0 29 1 3 1 0 0 0 2 0 0 0 0 11 2 0 0 11 0 0 0 0 0 3 3 0 0 3 0 0 5 0 0 16 2 0 0 0 5 0 1
1 3 3 0 3 0 1 0 0 0 0 9 0 0 0 2 0 5 0 0 0 0 0 29 1 3 1 0 0 0 2 0 0 0 0 2 1 0 0 14 0 0 0 0 0 2 3 0 0 3 0 0 5 0 0 20 0 0 0 0 5 0 1
1 2 2 0 0 0 1 0 0 0 0 9 0 0 0 2 0 5 0 0 0 0 0 29 1 3 1 0 0 0 2 0 0 0 0 0 0 0 0 17 0 0 0 0 0 2 3 0 0 3 0 0 5 0 0 22 0 0 0 0 5 0 1
1 2 0 0 0 0 1 0 0 0 0 9 0 0 0 2 0 5 0 1 0 0 0 29 1 3 1 0 0 0 2 0 0 0 0 0 0 0 0 22 0 0 0 0 0 3 3 0 0 3 0 0 5 0 0 23 0 0 0 0 3 0 1
1 2 0 0 0 0 1 0 0 0 0 9 0 0 0 2 1 5 0 1 0 0 0 28 1 3 1 0 0 0 2 0 0 0 0 0 0 0 0 22 0 0 0 0 0 3 3 0 0 2 0 0 5 0 0 22 0 0 0 0 3 0 1
1 2 0 0 0 0 1 0 0 0 0 9 0 0 0 4 1 5 0 1 0 0 0 26 0 3 1 0 0 0 2 0 0 0 0 0 0 0 0 22 0 0 0 0 0 3 3 0 0 2 0 0 4 0 0 22 0 0 0 0 3 0 1
