0 0 9 2 0 8 0 1 2 5 0 5 1 0 0 0 0 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 9 0 0 0 0
0 0 10 1 0 9 0 0 0 5 0 6 1 0 0 0 0 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 10 0 0 0 0
0 0 10 1 0 9 0 0 0 5 0 5 1 0 0 0 0 2 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 10 0 0 0 0
0 0 10 1 0 9 0 0 0 4 0 6 1 0 0 0 0 2 2 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 9 0 0 0 0
0 0 10 1 0 9 0 0 0 4 0 6 1 1 0 0 0 1 2 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 9 0 0 0 0
0 0 7 0 0 9 0 0 1 4 0 7 0 1 0 0 0 1 2 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 9 0 0 0 0
0 0 4 0 0 2 0 0 1 1 0 8 0 1 0 0 0 1 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0
0 0 1 0 0 1 0 0 2 0 0 8 0 1 0 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
0 0 1 0 0 1 0 0 2 1 0 7 0 1 0 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
0 0 0 0 0 0 0 0 2 1 0 6 0 1 0 0 1 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 2 1 0 6 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 3 0 0 0 1 2 1 0 5 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 4 0 0 0 1 2 1 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 1 4 0 0 0 1 1 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 1 6 0 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 2 6 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 2 6 0 0 0 1 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 2 6 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 2 6 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 7 5 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 6 5 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 7 3 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 11 8 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 11 11 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 11 12 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
1 0 11 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
0 0 6 9 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0
0 0 6 9 0 0 0 1 0 0 6 0 0 0 0 0 0 0 0 1 1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 2 0 0 2
0 0 6 9 0 0 0 1 0 0 12 0 0 0 0 0 1 0 0 2 2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 2 0 0 2
0 0 4 9 0 0 0 1 0 0 18 0 0 0 0 0 1 0 0 2 6 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 2 0 0 2
0 0 0 4 0 0 0 1 0 0 20 0 0 0 0 0 1 0 0 2 8 9 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 0 0 2 0 0 2
