38.0057 64.4237
37.4576 73.5645
33.9842 83.8996
30.8201 92.2985
29.0589 97.7375
27.0229 99.5641
24.2038 97.29
20.3606 93.8479
14.9245 92.0383
10.8345 93.841
9.00801 95.9489
9.90173 94.2283
12.6674 88.0127
14.0131 80.9296
12.7975 77.323
10.98 76.3918
11.0991 76.2751
11.6757 76.5334
11.6964 76.8419
11.6266 76.7935
11.82 76.5878
10.3584 75.7511
7.38806 75.1775
5.68602 75.0736
5.3727 74.1355
5.35118 72.8774
5.3668 72.3297
5.64961 71.9211
6.14242 69.5199
5.9482 64.3175
5.65039 58.8172
6.49393 53.2543
5.53992 47.5432
5.15306 42.3691
6.31876 35.7468
5.43826 29.8608
5.89663 28.5689
6.75092 26.8001
6.40085 22.0859
6.18408 19.2944
5.87188 19.0712
5.84674 19.3503
6.52654 18.7125
6.72547 15.762
6.40953 12.6758
7.13574 11.6352
8.19596 12.5718
10.7924 16.3579
16.0748 20.844
25.1343 24.5217
36.0959 26.7519
46.9239 25.9572
56.364 25.0952
59.8691 24.9492
59.0736 24.1918
60.705 24.9551
64.8635 26.5309
67.056 27.6264
66.2565 28.7081
64.5587 27.8899
61.8936 24.3933
59.5897 22.5374
59.4929 23.2469
59.5573 23.8641
59.4989 24.0795
59.4132 24.2487
59.1416 24.3853
58.8292 24.2725
59.9965 24.6461
62.7696 26.3434
65.4264 30.4304
70.1014 34.7138
78.082 35.2629
86.362 31.326
91.7653 23.9397
94.6566 17.706
95.1128 14.9404
93.0524 14.0092
92.4902 12.7766
92.6557 10.5505
91.799 9.54017
91.0842 10.4367
91.9032 13.0307
94.0643 16.5938
94.8177 18.3335
90.7024 17.2211
85.39 16.4026
84.1798 17.0667
84.9036 17.0429
85.5368 16.7828
85.0879 18.7831
83.7064 23.8625
81.1577 28.5401
74.8532 32.201
70.5473 37.5089
73.7924 44.0247
77.0696 51.1645
73.663 56.255
62.8057 58.6495
50.6503 56.679
43.3053 52.2066
41.5153 50.5483
42.1909 50.4811
43.5267 46.8126
44.3661 37.9563
43.3582 27.883
41.6387 18.7514
40.2427 13.9905
40.2984 12.8812
40.897 11.075
40.5719 9.96188
40.5143 10.3093
41.2816 10.0545
41.0245 10.733
40.5902 11.7215
40.955 11.529
41.2926 11.2548
41.1582 11.0714
40.9059 10.9334
38.1406 10.4249
31.0101 12.6856
26.2838 16.9453
27.8625 20.7817
31.3099 26.211
34.2548 32.7645
38.5257 38.8272
43.8256 43.5376
46.992 47.1563
47.8559 48.4708
47.2258 47.8896
49.6127 47.326
56.4733 46.5395
59.7853 42.2529
58.8159 37.3187
58.2062 36.2855
58.0682 36.6346
58.3327 36.5638
58.5374 33.2029
56.8923 25.6478
55.1476 19.9995
54.8461 18.7881
54.8956 18.7061
55.0177 18.5878
55.0925 18.8125
55.0342 18.9027
52.9998 17.3257
49.8091 15.1167
47.6767 13.8946
47.0709 13.0815
45.0475 13.1263
44.1979 13.2612
46.6521 13.0799
47.5677 13.4979
47.178 14.1304
44.8803 15.4309
42.4101 16.7042
42.5754 16.9325
45.3773 16.2559
47.6975 15.7658
47.8226 15.9559
47.5462 15.8678
47.0312 15.4099
48.7968 14.666
55.1278 15.3492
60.1228 16.3539
59.3998 20.7677
59.1995 30.0907
59.5032 37.982
57.4171 43.9951
55.3017 49.4741
52.8907 52.9257
50.7429 53.9049
50.7573 56.1672
51.567 61.5799
51.3793 66.6801
50.5299 68.6279
49.4775 68.1742
49.516 67.4486
55.1699 66.8412
62.5611 62.7043
66.1244 56.8505
71.5746 54.9827
80.7886 56.7963
87.4208 56.3046
88.6782 53.7276
89.5167 52.7177
91.4742 50.7333
92.3975 48.7137
92.3625 48.897
91.6387 49.2171
90.3949 46.3229
91.0119 42.7725
93.5561 43.5484
95.5704 45.8836
98.4429 47.3897
99.0479 50.3321
96.4842 51.8755
95.8126 52.7054
95.1763 54.6589
93.5663 55.0961
92.8043 54.3143
92.6472 53.183
92.4113 52.321
91.7867 51.9585
91.6683 52.2594
91.8758 52.4931
91.7355 52.0519
91.4684 51.4146
91.4273 51.0727
91.4665 51.2837
91.2716 51.6316
91.072 51.6956
91.1336 51.5268
91.2864 51.3821
91.4354 51.3395
91.5242 51.4178
91.8971 51.3282
93.8925 52.5683
96.6906 54.4881
97.4061 52.2759
98.4749 47.2877
100.146 41.013
100.038 33.8411
99.5782 30.2703
94.7084 31.5725
85.7026 34.7329
79.5225 35.6358
74.2123 33.7152
68.6914 29.0161
67.127 22.2714
66.9057 16.4778
65.652 13.1152
64.9933 12.1648
65.1139 12.2647
65.6087 12.5974
66.2718 12.9023
66.8531 12.8533
67.1713 12.6046
67.3533 12.2107
68.2887 11.1088
69.412 9.78958
69.1429 9.71883
70.13 9.78583
73.5264 7.61871
76.9561 5.14741
79.8047 4.62115
81.421 4.86239
79.6906 4.94899
69.4538 7.7501
59.1622 13.6841
55.3823 17.8974
49.7578 16.8387
44.2828 15.7195
43.4358 22.0286
43.3762 29.8705
39.3639 32.4957
32.351 31.0241
26.021 27.1434
22.7965 21.3879
23.3125 15.534
25.2374 11.3428
26.1913 8.25776
26.9119 6.53607
27.2498 6.21431
22.5257 10.5741
16.7315 23.1668
17.2951 35.6695
20.2324 44.706
19.2274 56.3044
15.9742 69.9531
13.9055 82.4562
11.9643 90.6724
15.802 95.5483
22.7278 99.7736
25.2623 101.94
26.3708 102.202
26.3826 102.38
26.5581 103.385
28.7566 103.79
30.5171 103.636
30.8867 103.051
29.4479 101.353
25.3165 101.064
19.9624 101.941
17.0931 102.488
16.2469 102.188
15.7896 101.321
16.2024 100.319
15.9036 100.574
15.0726 100.862
14.4155 99.4873
13.3274 99.0784
12.0718 99.6146
11.7662 99.7732
15.1785 100.648
24.8756 100.71
33.0734 96.2849
35.4806 93.1084
37.7726 96.1407
39.8364 98.791
39.8923 95.1744
39.3042 88.8061
43.3995 83.8656
52.4024 79.586
60.5736 77.6582
66.436 80.4063
70.8304 86.9108
76.4211 92.6702
83.2111 93.1002
90.5061 89.0094
96.077 85.8605
98.4742 87.0852
99.0023 91.2631
97.1405 95.3397
96.0189 97.0108
95.2282 97.2966
95.3884 96.996
96.4142 96.307
96.2246 96.0947
95.9999 95.9499
95.3185 96.4638
95.4284 97.2091
96.9373 96.3713
98.6318 92.6983
100.279 85.0495
101.283 79.4978
101.147 78.0341
100.499 74.3091
99.2448 69.7164
97.3306 63.723
95.8727 53.4696
95.5632 42.4193
94.5175 35.3452
94.0822 33.3276
