0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 1 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 1 0 0 0 7
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 1 1 0 0 0 6
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 3 0 0 1 1 0 0 0 5
0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 3 0 0 1 1 0 0 0 4
0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 3 0 0 0 1 0 0 0 3
0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0
0 0 0 1 0 0 0 0 0 0 2 0 3 0 1 0 0 5 0 0 2 0 0 0 0 0
0 0 0 1 0 0 0 0 0 0 2 0 4 0 1 0 0 4 0 0 2 0 0 0 0 0
0 0 0 1 0 0 0 0 0 0 1 0 4 0 1 0 0 4 0 0 2 0 0 0 0 0
0 0 0 1 0 0 0 0 0 0 1 0 4 0 1 0 0 7 0 0 2 0 0 0 0 0
0 0 0 1 0 0 0 0 0 0 2 0 3 0 1 0 0 7 0 0 2 0 0 0 0 0
0 0 0 0 0 0 0 1 0 0 2 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0
0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 1 0 1
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 4 0 0
0 0 0 0 0 0 0 0 1 0 3 0 1 0 0 0 0 0 0 0 0 0 0 8 0 0
0 0 0 0 0 0 0 0 1 0 3 0 1 0 0 0 0 0 0 1 0 2 0 15 0 0
0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 1 0 0 0 1 0 2 0 23 0 1
0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 1 0 0 0 1 0 2 0 31 0 1
0 0 0 0 0 0 0 0 1 0 4 0 1 0 0 1 0 0 0 1 0 3 0 30 0 1
0 0 0 0 0 0 0 0 1 0 2 0 4 0 0 1 1 0 0 1 0 4 0 29 0 1
0 0 0 0 0 0 0 0 1 1 2 0 9 0 0 1 1 0 0 0 0 2 0 22 0 1
0 0 0 0 0 0 0 0 1 1 1 0 9 0 0 0 1 0 0 0 0 2 0 15 0 0
0 0 0 0 0 0 0 0 1 1 1 0 11 0 0 0 1 0 0 0 0 2 0 8 0 0
0 0 0 0 0 0 0 0 1 1 3 0 11 0 0 0 1 0 0 0 0 2 0 10 0 0
0 0 0 0 0 0 0 0 0 1 2 0 15 0 0 0 0 0 0 0 0 2 0 7 0 0
0 0 0 0 0 0 0 0 1 1 2 0 18 0 0 0 0 0 0 0 0 2 0 10 0 0
0 0 0 0 0 0 0 0 1 3 2 0 27 0 0 0 0 0 0 0 0 2 0 10 0 0
0 0 0 0 0 0 0 0 2 5 2 0 28 0 0 0 0 0 0 0 0 3 0 9 0 0
0 0 0 1 0 0 0 0 2 5 0 0 27 0 0 0 0 0 0 0 1 2 0 7 0 0
0 0 0 1 0 0 0 0 2 5 0 0 20 0 0 0 0 2 0 2 1 1 0 7 0 1
0 0 0 1 0 0 0 0 1 4 0 0 12 0 0 0 0 3 0 3 3 1 0 4 0 1
0 0 0 1 0 0 0 0 1 2 0 0 3 0 0 0 0 3 0 3 5 1 0 3 0 1
0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 3 0 3 6 0 0 2 0 1
0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 3 0 3 5 0 0 0 0 1
0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 1 5 0 0 0 0 0
0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0
0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1
0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3
0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3
0 0 0 1 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3
0 1 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2
0 4 0 0 0 0 2 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2
0 4 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 4 0 0 0 0 2 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
0 4 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
0 3 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
