0 2 1 0 29 5 13 0 0 0 0 0 0 0 0 1 1 0 0 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 1 0 0 0 0 0 0 0 1 1 0 0 0 6 0 2 1 0 0 10 7 0 0 0 0 0 0
0 3 2 0 32 5 13 0 0 0 0 0 0 0 0 1 1 0 0 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 2 0 0 0 0 0 0 0 1 1 0 0 0 5 0 2 1 0 0 8 7 0 0 0 0 0 0
0 3 4 0 30 5 13 0 0 0 0 0 0 0 0 1 1 0 0 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 2 0 0 0 0 0 0 0 1 1 0 0 0 4 0 0 1 0 0 7 6 0 0 0 2 0 0
0 3 4 0 21 5 11 0 0 0 0 0 0 0 0 1 1 0 0 4 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 20 2 0 0 0 0 0 0 0 1 1 0 0 0 5 0 0 1 0 0 8 2 0 0 0 2 0 0
0 1 4 0 14 5 7 0 0 0 0 0 0 0 0 1 0 0 0 4 3 0 0 3 1 0 0 0 0 0 0 0 0 0 0 14 2 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 2 0 0 8 2 0 0 0 2 0 0
0 1 4 0 11 5 3 0 0 0 0 0 0 0 0 1 0 0 0 4 3 0 0 6 1 0 0 0 0 0 0 0 0 0 0 12 2 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 2 0 0 6 2 0 0 0 2 0 0
0 1 3 0 11 2 3 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 11 1 1 0 0 0 0 0 0 0 0 0 12 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 3 0 0 3 2 0 0 0 2 0 0
0 1 3 0 11 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 1 2 0 0 0 0 1 0 0 0 0 11 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 2 2 0 0 0 2 0 0
0 1 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 1 2 0 0 0 0 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 0 2 0 0 0 0 2 0 0
0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 5 0 0 2 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 1 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 0 0 5 0 0 2 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 28 1 3 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 2 0 0 5 0 0 1 0 0 0 0 3 0 0
0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 1 0 0 0 0 0 0 0 26 0 3 1 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 3 0 0 2 0 0 4 0 0 5 0 0 0 0 3 0 1
0 0 0 0 0 0 1 0 0 0 0 9 0 0 0 2 0 0 0 0 0 0 0 23 0 3 1 0 0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 3 0 0 2 0 0 4 0 0 7 0 0 0 0 3 0 1
0 2 0 0 0 0 1 0 0 0 0 9 0 0 0 2 0 2 0 0 0 0 0 18 0 2 1 0 0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 3 0 0 2 0 0 3 0 0 9 0 0 0 0 3 0 1
0 2 0 0 0 0 1 0 0 0 0 9 0 0 0 2 0 3 0 0 0 0 0 12 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 3 0 0 2 0 0 3 0 0 10 0 0 0 0 3 0 1
0 2 0 0 0 0 1 0 0 0 0 9 0 0 0 2 0 3 0 0 0 0 0 8 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 8 0 0 0 0 0 2 3 0 0 2 0 0 0 0 0 12 0 0 0 0 3 0 1
1 2 0 0 0 0 1 0 0 0 0 9 0 0 0 2 0 3 0 0 0 0 0 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 14 0 0 0 0 3 0 1
