0 0 0 0 0 0 5 0 0 17 0 12 1 12 0 12 17 26 0 2 0 2 12 4 3 0 0 0 1 18 0 2 9 6 3 3 4 0 0 0 0 1 0 0 0 0 1 0 0
0 0 0 0 0 0 5 0 0 17 0 11 1 9 0 9 15 25 0 2 0 2 16 5 3 0 0 0 1 17 0 2 7 4 5 2 3 0 0 0 0 1 0 0 0 0 2 0 0
0 0 0 0 0 0 5 0 0 13 0 9 1 6 0 12 10 35 0 0 0 2 17 7 2 0 0 0 1 16 0 2 7 6 5 0 5 0 0 0 0 2 0 0 0 0 3 0 1
0 0 0 0 0 0 6 0 0 13 0 8 1 8 0 11 11 36 0 0 0 2 15 7 0 0 0 0 0 14 0 2 4 6 5 0 5 0 0 0 0 3 0 0 0 0 3 0 1
0 0 0 0 0 0 6 0 0 8 0 4 1 14 0 10 13 39 0 1 0 4 20 6 2 0 0 0 0 18 0 1 4 6 5 0 5 0 0 0 0 3 0 0 0 0 3 0 1
0 0 0 0 1 0 6 0 0 8 0 4 1 20 0 8 11 42 1 1 0 6 20 9 2 0 0 0 0 10 0 0 4 5 5 0 5 0 0 0 0 3 0 1 0 0 4 0 1
0 0 0 0 1 0 3 0 0 12 0 5 0 21 0 8 11 46 1 1 0 5 23 9 2 0 0 0 0 10 1 0 4 5 4 0 6 0 0 0 0 3 0 1 0 0 4 0 1
0 0 0 0 1 0 1 0 0 13 0 4 0 22 0 10 11 38 6 1 0 5 18 8 2 0 0 0 0 14 1 0 3 5 3 0 4 0 0 0 0 2 0 1 0 0 4 0 1
0 0 0 0 1 0 1 0 0 15 0 3 0 22 0 14 12 32 7 1 1 5 14 7 2 0 0 0 0 13 1 0 3 6 1 1 4 0 0 0 0 2 0 1 0 0 4 0 1
0 0 0 0 1 0 1 0 0 18 0 3 0 20 0 12 15 22 9 1 1 5 11 5 3 0 0 0 0 19 1 0 2 3 0 1 3 0 0 0 0 1 0 1 0 0 3 0 0
0 0 0 0 1 0 0 0 0 17 1 3 0 19 0 12 16 20 9 1 1 4 11 5 3 0 0 0 0 19 1 0 3 3 3 1 3 0 0 0 0 0 0 2 0 0 3 0 0
